序号,景点名称,地区,评分,评级,地址,评语,价格,销量,省市自治区
1411,2018简单生活节上海站,上海·上海·徐汇区,0,\N,上海市徐汇区龙腾大道3399号西岸营地,生活在这里好像拥有翅膀每一个人都充满能量,79,8,上海市
1412,NBA乐园,上海·上海·黄浦区,0,\N,上海市黄浦区湖滨路150号湖滨道购物中心二楼（靠近济南路）,一系列篮球元素为主的区域和活动内容,109,4,上海市
1413,长风公园,上海·上海·普陀区,0.72,4A景区,上海市普陀区大渡河路451号（长风公园4号门）,中国百家名园之一，人们休闲游玩的好去处,139.2,70,上海市
1415,碧波泉水城,上海·上海·闵行区,0,\N,上海市闵行区沪闵路269号(靠近闵行公园，江川路加油站旁边),毗邻闵行公园，时尚休闲生活场所,44,58,上海市
1416,上海植物园,上海·上海·徐汇区,0.72,\N,上海市徐汇区龙吴路1111号,驻沪海外人士极为喜爱的郊游目的地,0.5,18,上海市
1417,ICI真人密室逃脱（杨浦店）,上海·上海·杨浦区,0,\N,上海杨浦区阜新路20弄1号楼13A国中酒店公寓,一群冒险的年轻人，意外被困于一个年代久远的木屋，在逃离的过程中竟发现一个凄美的爱情故事。你们是一群游客，突然电力系统出现,68,6,上海市
1418,南翔历史文化陈列馆,上海·上海·南翔古镇,0,\N,上海市嘉定区南翔镇解放街260号,江南水乡迷人风景，透析南翔悠久历史,42,4,上海市
1419,圆津禅院,上海·上海·朱家角古镇,0,\N,上海市青浦区朱家角镇泰安桥西堍漕河街187号,士大夫流连吟诵聚会的高雅之地,25,40,上海市
1420,上海惊魂密境,上海·上海·黄浦区,0,\N,上海市黄浦区九江路350号,一个多元化的浸入式剧情体验主题娱乐场馆,400,18,上海市
1421,东滩湿地公园,上海·上海·崇明岛,0.7,\N,上海市崇明县东滩东旺路,宁静幽美，渔歌悠扬，别有一番滋味,71,216,上海市
1422,广富林文化遗址,上海·上海·松江区,0,\N,上海市松江区广富林路3260弄,上海历史文化之根,80,482,上海市
1423,摸摸乐萌宠园,上海·上海·闵行区,0,\N,上海市闵行区吴中路1588号爱琴海购物公园4楼室外区域（一兆韦德对面）,摸摸乐萌宠乐园位于上海市闵行区吴中路1588号爱琴海购物公园内。占地面积近3000 ㎡，园内有1000多只可爱的小动物。,78,6,上海市
1424,上海直升机空中游览,上海·上海·青浦区,0,\N,上海市青浦区崧秋路299号航空基地,您的私人飞机已备好，随时可以起飞,888,64,上海市
1425,上海尊木艺术馆,上海·上海·宝山区,0,\N,上海市宝山区沪太路2695号,尊木汇国际艺术广场，坐落于上海市沪太路上大路之间，总占地12万平方米，建筑面积5万平方米，整体绿化高达50%以上，是福人,15,32,上海市
1426,向东方温泉,北京·北京·朝阳区,0,\N,北京市朝阳区东四环南路小武基桥向北200米路东（大东方海鲜酒楼院内）,绿色健康、中医养生、温馨时尚的温泉休闲,218,78,北京市
1427,翠竹桥苑风景区,北京·北京·十渡风景区,0,\N,北京市房山区十渡旅游区九渡村内,十渡游玩必选的游览景区,130,49,北京市
1428,京西十八潭,北京·北京·门头沟区,0.7,3A景区,北京市门头沟区王平镇安家庄,谷深、石奇、水特、花异,29.9,74,北京市
1429,天乐园大戏楼,北京·北京·东城区,0,\N,北京市东城区前门外鲜鱼口内,北京中轴线上豪华、舒适的现代化剧场,240,80,北京市
1430,遥桥古堡,北京·北京·密云县,0,\N,密云区253乡道新城子镇遥桥古堡,遥桥古堡位于北京市密云县新城子镇遥桥峪村云岫谷自然风景区对面，是北京市周边一座保存比较完善的明代古堡。现在古堡内住着当年,299,76,北京市
1431,白云海汤泉,北京·北京·通州区,0,\N,北京市通州区宋庄镇潞苑北大街辅路大兴庄北口,极具发展性的全功能休闲综合体,309,38,北京市
1432,霞云岭金水湖第二届山水人家冰灯节,北京·北京·房山区,0,\N,北京房山区霞云岭乡霞云岭村东200米108国道87公里处,不用去哈尔滨也可以看到冰灯,37,14,北京市
1433,八达岭精功通航飞行体验,北京·北京·延庆县,0,\N,北京市延庆县八达岭镇大浮沱（航空路西350米）,体验超重、失重、45度盘旋等特级飞行动作,1380,39,北京市
1434,天空步道,北京·北京·朝阳公园,0,\N,北京市朝阳区朝阳公园路11号朝阳公园南门入内，进门左前方100米即到,挑战自我又极具趣味的活动项目,550,63,北京市
1435,南宫民族养生温泉,北京·北京·南宫旅游景区,0,\N,北京市丰台区王佐中心镇南宫村地热博览园内,适合多年龄层游客，休闲放松的好去处,65,144,北京市
1436,灵水村,北京·北京·门头沟区,0.7,\N,北京市门头沟区斋堂镇灵水村,“爸爸去哪儿”的起点,16,12,北京市
1437,静之湖汤泉,北京·北京·昌平区,0,\N,北京市昌平区兴寿镇桃峪口北侧,身心“补氧”的绝佳选择,129,4,北京市
1438,京津冀旅游年卡,北京·北京,0,\N,中国华北北京,北京风景年卡，就是这么任性,88,4,北京市
1439,新赛道国际卡丁车馆,北京·北京·海淀区,0,\N,北京市海淀区田村北路旱河路0号青泉汽车园,丰富的汽车运动极限运动的经验,89,8,北京市
1440,凯悦莱清·汤泉,北京·北京·房山区,0,\N,北京市房山区长阳镇阳城环路16号,集汗蒸温泉，洗浴餐饮，住宿养生为一体,79,10,北京市
1441,智利风情园,天津·天津·蓟县,0,\N,天津市蓟县官庄镇燕山西大道706号,具有智利与南美风格的休及体验的旅游综合体,0,0,天津市
1442,玩泥巴陶艺馆,天津·天津·和平区,0,\N,天津市和平区营口道号外时尚馆3楼,孩子亲自动手，变得更聪明,0,0,天津市
1443,峰山药王庙,天津·天津·西青区,0.7,3A景区,天津市西青区大寺镇王村,整体建筑规模恢弘精美，布局协调浑然一体,0,0,天津市
1444,塘沽欢乐王国,天津·天津·滨海新区,0,\N,天津市滨海新区塘沽中心路988号河滨公园少儿欢乐谷服务中心,把快乐还给孩子，把品质还给市民,0,0,天津市
1445,望海楼,天津·天津·河北区,0.8,\N,天津市河北区狮子林大街292号,经历几次烧毁、重修，它依然耸立在那里,0,0,天津市
1446,天津劝业场大楼,天津·天津·和平区,0.7,\N,天津市和平区和平路290号,建筑形式为古典折衷式,0,0,天津市
1447,贝壳堤,天津·天津·滨海新区,0.72,\N,天津市大港区迎宾街131号,反映自陆向海方向的海岸线变迁,0,0,天津市
1448,异空间密室,天津·天津·和平区,0,\N,天津市和平区南京路诚基中心1号楼2门1701室,动手动脑，自行去发现、探索,0,0,天津市
1449,天津宏宇蔬菜草莓采摘,天津·天津·西青区,0,\N,天津市西青区杨柳镇西青宾馆北--三街设施农业示范园,瓜果蔬菜齐全的农业示范园区，回归自然,0,0,天津市
1450,杨柳青森林公园,天津·天津·西青区,0.7,\N,天津市西青区杨柳青镇,杨柳青森林公园位于天津市西青区杨柳青镇，距市中心20公里。园内森林资源丰富，茂密的森林为鸟类提供了上好的栖居地。公园还有,0,0,天津市
1452,小洋楼,天津·天津·和平区,0.72,\N,天津市和平区体育馆街五大道,“五大道”，游览“五大道”，看看天津的“小洋楼”，实际上是漫步在建筑艺术长廊上的一次趣味旅行。这里被誉为“万国建筑博览会,0,0,天津市
1453,翠屏湖,天津·天津·蓟县,0.72,\N,天津市蓟县翠屏山乡八里铺庄东约1.3公里处,夏季凉爽，是避暑疗养胜地,0,0,天津市
1454,渔阳古街,天津·天津·蓟县,0,\N,天津市蓟州区城关镇,著名的历史文化名城,0,0,天津市
1455,蓟县荷叶莲藕采摘园,天津·天津·蓟县,0,\N,天津市蓟县翠屏湖北岸白庄子,环境优美，人民淳朴，别样的世外挑源,0,0,天津市
1456,天下盘山剧场,天津·天津·天津盘山风景名胜区,0,\N,天津蓟县盘山风景区新山门北侧天下情山剧场,演绎一场超然脱俗的爱情故事，体现人性之美,178,114,天津市
1457,塘沽金街,天津·天津·滨海新区,0.7,\N,天津市滨海新区解放路塘沽金街,被人们誉为“滨海新区金街”,148,43,天津市
1458,独乐寺,天津·天津·蓟县,0.74,4A景区,天津市蓟县城内武定街41号,一座享誉中外的千年古刹,39.9,198,天津市
1459,天津zoonly动物主题公园,天津·天津·和平区,0,\N,天津市和平区赤峰道与和平路交叉口(地铁三号线和平路站旁)天河城4楼,为探险家们打造沉浸式全方位游乐体验！,80,30,天津市
1460,萤火虫奇趣体验馆,天津·天津,0,\N,天津商业街滨江道208号友谊新天地广场B座2楼,一场真正贯彻快乐的视觉盛宴邀您品鉴,45,80,天津市
1461,天津袁世凯故居,天津·天津·河北区,0,\N,天津市河北区海河东路39号袁氏宅邸,天津袁世凯故居,45,16,天津市
1462,海河文化广场,天津·天津·河北区,0.7,\N,天津市河北区民生路,海河为天津市风景轴线，流经全市，全长74公里，从市中心蜿蜒流过，是引人注目的风景游览线。河段上桥梁风格各异，河面游船往返,68,4,天津市
1463,天津小站练兵园,天津·天津·津南区,0.7,\N,天津市津南区小站镇小站练兵园,主题型历史文化旅游区,38,34,天津市
1464,杨柳青木版年画博物馆,天津·天津·河西区,0,\N,天津市河西区佟楼三合里111号,木版年画为主题的公益性展馆,30,4,天津市
1465,八仙古洞,天津·天津·蓟县,0,\N,天津蓟县蓟县津围公路八仙洞景区,奇特的地质景观,60,12,天津市
1466,金美达龙泽水汇戏水乐园,天津·天津·静海县,0,\N,天津静海区大邱庄镇崔庄子金美达大酒店,大型室内水上乐园,48,20,天津市
1467,大悲禅院,天津·天津·河北区,0.78,4A景区,天津市河北区天纬路中段东北侧,朱门绿瓦，佛坛高筑，松柏参天，庄严静穆,0.3,6,天津市
1468,秀水蓝湾温泉酒店,天津·天津·西青区,0,\N,天津市西青区李七庄街秀川路8号A区,综合性浴场酒店,24.9,45,天津市
1469,希乐城少儿职业探索乐园,天津·天津·西青区,0,\N,天津市西青区中北镇热带植物观光园,亚洲大型少儿职业探索乐园,190,14,天津市
1470,天津站码头,天津·天津·和平区,0,\N,天津市和平区海河风景线天津站码头内,为海内外游客带来高品质的海河旅游体验,80,6,天津市
1471,名华四季国际温泉会所,北京·北京·海淀区,0,\N,北京市海淀区杏石口路89号,独具匠心的营业项目为你的生活倍添卓越精彩,199,6,北京市
1472,北京世界葡萄博览园,北京·北京·延庆县,0,\N,北京市延庆县张山营镇下芦凤营村村南800米,葡萄主题公园,45,4,北京市
1473,北京大公馆,北京·北京·石景山区,0,\N,北京市石景山区鲁谷东街甲26号,皇家龙脉之地，帝王级休闲养息之所,98,68,北京市
1474,洼里乡居楼,北京·北京·昌平区,0,\N,北京市昌平区秦北路与顺沙路交汇处北700米路东,亲子郊游的好去处,108,46,北京市
1475,虎鳄农场动物主题公园,北京·北京·顺义区,0,\N,北京市顺义区高丽营镇建军街与裕安路交叉口往北200米路东,视觉与味觉的双重盛宴,24,16,北京市
1476,北京迷你世界青少年职业体验馆,北京·北京·丰台区,0,\N,北京丰台区南三环玉泉营桥西万兴国际家具广场AB座,主要推广其青少年职业体验的理念,108,4,北京市
1477,国色天香牡丹园,北京·北京·怀柔区,0.7,\N,北京市怀柔区京郊桥梓镇,北京国色天香牡丹园占地2000亩。园内共栽植了中原、西北、江南、西南全国四大牡丹群九大色系的牡丹近600种1000多万株,20,95,北京市
1478,赛纳河俱乐部（天宁寺店）,北京·北京·海淀区,0,\N,北京市海淀区莲花池东路3号(天宁寺桥西北角),体验那种远离城市喧嚣，悠然自得的享受,149,37,北京市
1479,奥林匹克水上公园,北京·北京·顺义区,0.7,4A景区,北京市顺义区白马路19号,古老的东方文明与现代奥林匹克精神的结合,70,4,北京市
1480,龙门涧,北京·北京·门头沟区,0.7,\N,北京市门头沟区清水镇燕家台村,自然、质朴、健康、纯真的生活时尚,29,6,北京市
1481,古北口文化文物旅游区,北京·北京·密云县,0,\N,北京市密云县古北口镇,文化古迹众多，故事传奇，一派神秘圣地,299,38,北京市
1482,权品·权金城沐浴连锁（顺义店）,北京·北京·顺义区,0,\N,北京市顺义区石园北区85号楼,集酒店、餐饮和休闲为一体的企业,109,61,北京市
1483,七渡花果山景区,北京·北京·房山世界地质公园,0,4A景区,北京市房山区世界地质公园七渡花果山风景区,自然环境优美宜人，野生猕猴在此栖息,14,65,北京市
1484,北苑温泉,北京·北京·朝阳区,0,\N,北京市朝阳区双营路甲6号院北苑大酒店北门,天然温泉水，富含矿物质,109,85,北京市
1485,中家鑫园温泉,北京·北京·顺义区,0,\N,北京市顺义区后沙峪镇古城村1号,交通便利，风景旖旎，体味林泉之趣,38,72,北京市
1486,上海陶瓷科技馆展览,上海·上海·宝山区,0,\N,上海市宝山区逸仙路3000号上海国际工业设计中心3号楼3层,一起来感受来自千年陶瓷文化的独特魅力,20,69,上海市
1487,上海泰迪之家博物馆,上海·上海·浦东新区,0,\N,上海市浦东新区世博大道1368号世博源4区L2层,满眼都是呆萌泰迪熊，叫我如何不爱它,50,6,上海市
1488,方程市家庭娱乐中心,上海·上海·闵行区,0,\N,上海市闵行区申长路869号虹桥.龙湖天街A馆2楼,穿越赛车世界，畅游科技乐趣,120,6,上海市
1489,环球奇趣体验馆,上海·上海·黄浦区,0,\N,上海市黄浦区旧校场路69号,一馆玩遍世界超新奇趣体验,92,6,上海市
1490,上海滨海森林公园,上海·上海·浦东新区,0,3A景区,上海市浦东新区滨海镇滨海旅游度假区东大公路5366号,捕捉风的影子，感受大自然的乐趣,23.8,148,上海市
1491,上海寻梦园香草农场景区,上海·上海·青浦区,0.7,\N,上海市青浦区朱家角镇沈太路2365号（近太阳岛温泉度假村）,美丽壮观的香草花海体验新奇的游乐项目,45,76,上海市
